maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,tenTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,tenNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
50436,Ho Ho Quang Binh,Thông tin về Ho Ho Quang Binh tại Quang Binh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Binh, Việt Nam",105,Hà Tĩnh,dia_danh,17.062429006320972,107.0685711937366,,,,,,3.3,0,0,,,2025-11-04 13:34:52,2025-11-04 13:34:52,active,"{""category"": ""lake"", ""source"": """", ""image_url"": null, ""province"": null}",
50443,Harbor Quang Tri,Thông tin về Harbor Quang Tri tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.42809842088728,107.51839801434002,,,,,,3.3,0,0,,,2025-11-04 13:34:54,2025-11-04 13:34:54,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50471,Marina Quang Ngai,Địa điểm marina tại Quang Ngai,"Quang Ngai, Việt Nam",94,Bình Định,dia_danh,14.750318521972108,108.45413269870032,,,,,,3.3,0,0,,,2025-11-04 13:36:20,2025-11-04 13:36:20,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50543,Nha Hat Tu,Điểm đến lake tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,21.00631506150248,106.59144597797842,,,,,,3.3,0,0,,,2025-11-04 13:38:23,2025-11-04 13:38:23,active,"{""category"": ""lake"", ""source"": """", ""image_url"": null, ""province"": null}",
50560,Car Wash Thanh Hoa,Địa điểm car wash tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.10597826024581,106.23594836653184,,,,,,3.3,0,0,,,2025-11-04 13:38:28,2025-11-04 13:38:28,active,"{""category"": ""car_wash"", ""source"": """", ""image_url"": null, ""province"": null}",
50570,Club Thanh Hoa,Địa điểm club tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.020053883611386,105.40124033240716,,,,,,3.3,0,0,,,2025-11-04 13:38:31,2025-11-04 13:38:31,active,"{""category"": ""club"", ""source"": """", ""image_url"": null, ""province"": null}",
50597,Hue Garden,Nhà hàng bar tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.13326113607521,105.50265308685988,,,,,,3.3,0,0,,,2025-11-04 13:38:40,2025-11-04 13:38:40,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50605,Mosque Ha Tinh,Địa điểm mosque tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.153437188282943,106.3438188864103,,,,,,3.3,0,0,,,2025-11-04 13:38:42,2025-11-04 13:38:42,active,"{""category"": ""mosque"", ""source"": """", ""image_url"": null, ""province"": null}",
50373,Cổng trời Quản Bạ,"Cổng trời Quản Bạ là một đèo cao nằm trên Quốc lộ 4C, cách thành phố Hà Giang khoảng 45km về phía Bắc, thuộc địa phận xã Quyết Tiến, huyện Quản Bạ. Đây được xem là cửa ngõ đầu tiên để bước vào Cao nguyên đá Đồng Văn. Với độ cao khoảng 1500m so với mực nước biển, Cổng trời Quản Bạ mang đến khung cảnh thiên nhiên hùng vĩ, mây trời hòa quyện, đặc biệt là vào những ngày có sương mù. Từ đây, du khách có thể chiêm ngưỡng toàn cảnh thung lũng Tam Sơn với Núi Đôi Cô Tiên huyền thoại, một biểu tượng của vùng đất này. Đây là điểm dừng chân lý tưởng để ngắm cảnh, chụp ảnh và cảm nhận vẻ đẹp đặc trưng của Hà Giang.","Quốc lộ 4C, xã Quyết Tiến, huyện Quản Bạ, tỉnh Hà Giang, Việt Nam",80,Hà Giang,dia_danh,23.049316,104.993021,,06:00,18:00,,,3.2,5,0,,,2025-11-02 19:15:43,2025-11-04 14:18:46,active,"Đèo cao, cảnh quan hùng vĩ, điểm ngắm Núi Đôi Cô Tiên, cửa ngõ Cao nguyên đá Đồng Văn, mây mù bao phủ.","Quán ăn, quán cà phê, điểm dừng chân, bãi đỗ xe (có thể tính phí), cửa hàng đặc sản địa phương."
50475,Lang Lich,Điểm đến historical site tại Binh Dinh,"Binh Dinh, Việt Nam",94,Bình Định,dia_danh,12.8822609513848,109.2404841175636,,,,,,3.2,5,0,,,2025-11-04 13:36:21,2025-11-04 14:18:47,active,"{""category"": ""historical_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50428,Chua Hoa,Thông tin về Chua Hoa tại Nghe An. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,19.07715506418437,105.38418892910714,,,,,,3.2,0,0,,,2025-11-04 13:34:49,2025-11-04 13:34:49,active,"{""category"": ""mountain"", ""source"": """", ""image_url"": null, ""province"": null}",
50450,Harbor Thua Thien Hue,Thông tin về Harbor Thua Thien Hue tại Thua Thien Hue. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thua Thien Hue, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.18022749487642,107.4358928885576,,,,,,3.2,0,0,,,2025-11-04 13:34:56,2025-11-04 13:34:56,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50497,Ho Thanh Tay Ninh,Điểm đến cultural site tại Tay Ninh,"Tay Ninh, Việt Nam",95,Bình Dương,dia_danh,10.897366727044282,106.23174865264828,,,,,,3.2,0,0,,,2025-11-04 13:36:28,2025-11-04 13:36:28,active,"{""category"": ""cultural_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50502,Mieu Ho Binh Phuoc,Điểm đến beach tại Binh Phuoc,"Binh Phuoc, Việt Nam",102,Đồng Nai,dia_danh,11.33153249811426,106.84834764178952,,,,,,3.2,0,0,,,2025-11-04 13:36:30,2025-11-04 13:36:30,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50550,Bay Hai Phong,Địa điểm bay tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.70104472701301,106.85876773793817,,,,,,3.2,0,0,,,2025-11-04 13:38:25,2025-11-04 13:38:25,active,"{""category"": ""bay"", ""source"": """", ""image_url"": null, ""province"": null}",
50551,Pub Mountain,Địa điểm cafe tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.752376226291496,106.43341470357572,,,,,,3.2,0,0,,,2025-11-04 13:38:25,2025-11-04 13:38:25,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50573,Garden Royal,Nhà hàng bar tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.893790496903623,106.1077026040725,,,,,,3.2,0,0,,,2025-11-04 13:38:32,2025-11-04 13:38:32,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50575,Da Nang Nha Hang,Nhà hàng bar tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,19.029252384413248,105.45966847074392,,,,,,3.2,0,0,,,2025-11-04 13:38:33,2025-11-04 13:38:33,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50579,Beach Nghe An,Địa điểm beach tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.96601167147284,105.50642508908524,,,,,,3.2,0,0,,,2025-11-04 13:38:34,2025-11-04 13:38:34,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50583,School Nghe An,Địa điểm school tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.5501280122336,105.53073258867347,,,,,,3.2,0,0,,,2025-11-04 13:38:35,2025-11-04 13:38:35,active,"{""category"": ""school"", ""source"": """", ""image_url"": null, ""province"": null}",
50421,Marina Thanh Hoa,Thông tin về Marina Thanh Hoa tại Thanh Hoa. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.021076735324364,106.03829505825836,,,,,,3.1,0,0,,,2025-11-04 13:34:47,2025-11-04 13:34:47,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50441,Bar Nha Trang,Thông tin về Bar Nha Trang tại Quang Binh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Binh, Việt Nam",105,Hà Tĩnh,nha_hang,17.022275694287114,106.42639711603286,,,,,,3.1,0,0,,,2025-11-04 13:34:53,2025-11-04 13:34:53,active,"{""category"": ""upscale_restaurant"", ""source"": """", ""image_url"": null, ""province"": null}",
50463,Harbor Quang Nam,Địa điểm harbor tại Quang Nam,"Quang Nam, Việt Nam",86,Đà Nẵng,dia_danh,15.63182387023767,108.39710256969646,,,,,,3.1,0,0,,,2025-11-04 13:36:17,2025-11-04 13:36:17,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50467,Nha Hang Nha Trang,Nhà hàng traditional restaurant tại Quang Nam,"Quang Nam, Việt Nam",86,Đà Nẵng,nha_hang,15.593393255647802,108.23292761598078,,,,,,3.1,0,0,,,2025-11-04 13:36:18,2025-11-04 13:36:18,active,"{""category"": ""traditional_restaurant"", ""source"": """", ""image_url"": null, ""province"": null}",
50469,Garden Vietnam,Nhà hàng pub tại Quang Ngai,"Quang Ngai, Việt Nam",94,Bình Định,dia_danh,14.726345865557589,109.03643499696489,,,,,,3.1,0,0,,,2025-11-04 13:36:19,2025-11-04 13:36:19,active,"{""category"": ""pub"", ""source"": """", ""image_url"": null, ""province"": null}",
50480,Forest Vietnam,Nhà hàng cafe tại Binh Dinh,"Binh Dinh, Việt Nam",94,Bình Định,dia_danh,13.438714559293809,108.7677126009501,,,,,,3.1,0,0,,,2025-11-04 13:36:23,2025-11-04 13:36:23,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50505,Harbor Binh Thuan,Địa điểm harbor tại Binh Thuan,"Binh Thuan, Việt Nam",113,Lâm Đồng,dia_danh,11.430531599472255,107.87085291282138,,,,,,3.1,0,0,,,2025-11-04 13:36:31,2025-11-04 13:36:31,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50564,Mountain Resort Thanh Hoa,Khách sạn homestay tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.861764357911863,106.14707279783752,,,,,,3.1,0,0,,,2025-11-04 13:38:29,2025-11-04 13:38:29,active,"{""category"": ""homestay"", ""source"": """", ""image_url"": null, ""province"": null}",
50581,Marina Nghe An,Địa điểm marina tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.28382012932509,105.8851663824261,,,,,,3.1,0,0,,,2025-11-04 13:38:35,2025-11-04 13:38:35,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50452,Thanh Hoa Thua Thien Hue,Điểm đến museum tại Thua Thien Hue,"Thua Thien Hue, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.46225771576501,107.90742167125748,50000.0,,,,,3.0,0,0,,,2025-11-04 13:36:14,2025-11-04 13:36:14,active,"{""category"": ""museum"", ""source"": """", ""image_url"": null, ""province"": null}",
50484,Nha Hang Saigon,Nhà hàng pub tại Binh Duong,"Binh Duong, Việt Nam",95,Bình Dương,dia_danh,11.082445357066147,106.6349693509499,,,,,,3.0,0,0,,,2025-11-04 13:36:24,2025-11-04 13:36:24,active,"{""category"": ""pub"", ""source"": """", ""image_url"": null, ""province"": null}",
50523,Bar Sunrise,Địa điểm cafe tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.03145248474017,105.4661229420145,,,,,,3.0,0,0,,,2025-11-04 13:38:16,2025-11-04 13:38:16,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50538,Beach Hai Phong,Địa điểm beach tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.375327397235186,106.88163598607672,,,,,,3.0,0,0,,,2025-11-04 13:38:21,2025-11-04 13:38:21,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50556,Pagoda Thanh Hoa,Địa điểm pagoda tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.37551003867138,105.32171484217434,,,,,,3.0,0,0,,,2025-11-04 13:38:27,2025-11-04 13:38:27,active,"{""category"": ""pagoda"", ""source"": """", ""image_url"": null, ""province"": null}",
50571,Hoi An Forest,Nhà hàng bar tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.9883051183828,105.84041004567544,,,,,,3.0,0,0,,,2025-11-04 13:38:31,2025-11-04 13:38:31,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50434,Harbor Quang Binh,Thông tin về Harbor Quang Binh tại Quang Binh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Binh, Việt Nam",105,Hà Tĩnh,dia_danh,17.792985909563008,106.2253562017266,,,,,,2.9,0,0,,,2025-11-04 13:34:51,2025-11-04 13:34:51,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50447,Marina Quang Tri,Thông tin về Marina Quang Tri tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,17.03008335675701,107.21519171175954,,,,,,2.9,0,0,,,2025-11-04 13:34:55,2025-11-04 13:34:55,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50454,Atm Thua Thien Hue,Địa điểm atm tại Thua Thien Hue,"Thua Thien Hue, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.713552339082764,107.32958463510722,,,,,,2.9,0,0,,,2025-11-04 13:36:14,2025-11-04 13:36:14,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50470,Hospital Quang Ngai,Địa điểm hospital tại Quang Ngai,"Quang Ngai, Việt Nam",94,Bình Định,dia_danh,14.797876425382814,109.0744716749671,,,,,,2.9,0,0,,,2025-11-04 13:36:19,2025-11-04 13:36:19,active,"{""category"": ""hospital"", ""source"": """", ""image_url"": null, ""province"": null}",
50535,Pagoda Hai Phong,Địa điểm pagoda tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.91438718971771,106.41363868564676,,,,,,2.9,0,0,,,2025-11-04 13:38:20,2025-11-04 13:38:20,active,"{""category"": ""pagoda"", ""source"": """", ""image_url"": null, ""province"": null}",
50604,Bar Sunset,Địa điểm cafe tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.77656314415933,105.943850121583,,,,,,2.9,0,0,,,2025-11-04 13:38:42,2025-11-04 13:38:42,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50481,Harbor Binh Duong,Địa điểm harbor tại Binh Duong,"Binh Duong, Việt Nam",95,Bình Dương,dia_danh,11.530287017226966,106.09602407286285,,,,,,2.8,0,0,,,2025-11-04 13:36:23,2025-11-04 13:36:23,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50483,Hospital Binh Duong,Địa điểm hospital tại Binh Duong,"Binh Duong, Việt Nam",95,Bình Dương,dia_danh,11.402856595974535,106.74762908711848,,,,,,2.8,0,0,,,2025-11-04 13:36:24,2025-11-04 13:36:24,active,"{""category"": ""hospital"", ""source"": """", ""image_url"": null, ""province"": null}",
50582,Cafe Ocean,Địa điểm bar tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.369085760098407,105.86920894688912,,,,,,2.8,0,0,,,2025-11-04 13:38:35,2025-11-04 13:38:35,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50476,Atm Binh Dinh,Địa điểm atm tại Binh Dinh,"Binh Dinh, Việt Nam",94,Bình Định,dia_danh,13.503284985497706,108.8743153186403,,,,,,2.7,0,0,,,2025-11-04 13:36:21,2025-11-04 13:36:21,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50493,Marina Ba Ria - Vung Tau,Địa điểm marina tại Ba Ria - Vung Tau,"Ba Ria - Vung Tau, Việt Nam",85,TP. Hồ Chí Minh,dia_danh,10.577659930758744,107.11926085597372,,,,,,2.7,0,0,,,2025-11-04 13:36:27,2025-11-04 13:36:27,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50420,Atm Thanh Hoa,Thông tin về Atm Thanh Hoa tại Thanh Hoa. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.238261714747672,106.13062131162508,,,,,,2.6,0,0,,,2025-11-04 13:34:47,2025-11-04 13:34:47,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50474,Harbor Binh Dinh,Địa điểm harbor tại Binh Dinh,"Binh Dinh, Việt Nam",94,Bình Định,dia_danh,13.375581476735304,109.54758843176016,,,,,,2.6,0,0,,,2025-11-04 13:36:21,2025-11-04 13:36:21,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50602,Cafe Sunrise,Địa điểm bar tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.675530625565965,105.469236179564,,,,,,2.5,0,0,,,2025-11-04 13:38:41,2025-11-04 13:38:41,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
