name,city,rating,types,latitude,longitude,description,category,price_level,amenities,room_types,cuisine_type,specialties,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Cargo Club,Hoi An,4.5,"['restaurant', 'fusion', 'modern']",15.8786049,108.3348312,Nhà hàng fusion hiện đại,fusion_restaurant,3.0,,,Fusion,"['cao_lau_fusion', 'banh_mi_fusion']",,,,,,,2025-10-07T21:05:56.402977
Banh Mi Phuong,Hoi An,4.6,"['restaurant', 'sandwich', 'famous']",15.8786049,108.3348312,Bánh mì Phượng nổi tiếng,sandwich_shop,1.0,,,Vietnamese,"['banh_mi_thit', 'banh_mi_cha_ca']",,,,,,,2025-10-07T21:05:56.402977
White Rose Restaurant,Hoi An,4.4,"['restaurant', 'specialty', 'traditional']",15.8786049,108.3348312,Nhà hàng bánh bao trắng,specialty_restaurant,2.0,,,Vietnamese,"['white_rose', 'cao_lau']",,,,,,,2025-10-07T21:05:56.402977
Com Ga Ba Buoi,Hoi An,4.3,"['restaurant', 'chicken', 'local']",15.8786049,108.3348312,Cơm gà bà Buội ngon,chicken_restaurant,2.0,,,Vietnamese,"['com_ga', 'ga_nuong']",,,,,,,2025-10-07T21:05:56.402977
Lac Thien Restaurant,Hue,4.4,"['restaurant', 'vegetarian', 'traditional']",16.4689732,107.578125,Nhà hàng chay nổi tiếng,vegetarian_restaurant,2.0,,,Vegetarian,"['com_chay', 'bun_chay']",,,,,,,2025-10-07T21:05:56.402977
Quan Com Hue,Hue,4.5,"['restaurant', 'traditional', 'royal']",16.4689732,107.578125,Quán cơm Huế hoàng gia,royal_restaurant,2.0,,,Vietnamese,"['com_hen', 'bun_bo_hue']",,,,,,,2025-10-07T21:05:56.402977
Banh Khoai Co Ba,Hue,4.3,"['restaurant', 'pancake', 'local']",16.4689732,107.578125,Bánh khoái cô Ba,pancake_restaurant,1.0,,,Vietnamese,"['banh_khoai', 'banh_loc']",,,,,,,2025-10-07T21:05:56.402977
Nem Lui Co Ba,Hue,4.2,"['restaurant', 'grilled', 'local']",16.4689732,107.578125,Nem lụi cô Ba,grilled_restaurant,1.0,,,Vietnamese,"['nem_lui', 'thit_nuong']",,,,,,,2025-10-07T21:05:56.402977
Bun Bo Hue O Le,Hue,4.6,"['restaurant', 'soup', 'famous']",16.4689732,107.578125,Bún bò Huế Ô Lê,soup_restaurant,2.0,,,Vietnamese,"['bun_bo_hue', 'bun_hen']",,,,,,,2025-10-07T21:05:56.402977
Waterfront Restaurant,Da Nang,4.5,"['restaurant', 'seafood', 'waterfront']",16.0567,108.2456,Nhà hàng hải sản bên sông,seafood_restaurant,3.0,,,Seafood,"['ca_nuong', 'tom_su', 'cua_bien']",,,,,,,2025-10-07T21:05:56.402977
Lam Vien Restaurant,Da Nang,4.4,"['restaurant', 'traditional', 'local']",16.0567,108.2456,Nhà hàng Lâm Viên truyền thống,traditional_restaurant,2.0,,,Vietnamese,"['mi_quang', 'banh_xeo']",,,,,,,2025-10-07T21:05:56.402977
Mi Quang Ba Mua,Da Nang,4.6,"['restaurant', 'noodles', 'famous']",16.0567,108.2456,Mì Quảng bà Mua,noodle_restaurant,1.0,,,Vietnamese,"['mi_quang', 'banh_trang_cuon']",,,,,,,2025-10-07T21:05:56.402977
Banh Xeo Ba Duong,Da Nang,4.3,"['restaurant', 'pancake', 'local']",16.0567,108.2456,Bánh xèo bà Dương,pancake_restaurant,1.0,,,Vietnamese,"['banh_xeo', 'nem_lui']",,,,,,,2025-10-07T21:05:56.402977
Com Ga Ba Lu,Da Nang,4.2,"['restaurant', 'chicken', 'local']",16.0567,108.2456,Cơm gà bà Lữ,chicken_restaurant,1.0,,,Vietnamese,"['com_ga', 'ga_nuong']",,,,,,,2025-10-07T21:05:56.402977
Lac Canh Restaurant,Nha Trang,4.5,"['restaurant', 'bbq', 'famous']",12.2388,109.1967,Nhà hàng BBQ Lạc Cảnh,bbq_restaurant,2.0,,,Vietnamese,"['thit_nuong', 'nem_nuong']",,,,,,,2025-10-07T21:05:56.402977
Yen's Restaurant,Nha Trang,4.4,"['restaurant', 'seafood', 'local']",12.2388,109.1967,Nhà hàng hải sản Yến,seafood_restaurant,2.0,,,Seafood,"['ca_nuong', 'tom_su', 'cua_bien']",,,,,,,2025-10-07T21:05:56.402977
Banh Can Cau Vong,Nha Trang,4.3,"['restaurant', 'pancake', 'local']",12.2388,109.1967,Bánh căn cầu vồng,pancake_restaurant,1.0,,,Vietnamese,"['banh_can', 'banh_xeo']",,,,,,,2025-10-07T21:05:56.402977
Bun Sua Cay Tre,Nha Trang,4.6,"['restaurant', 'noodles', 'famous']",12.2388,109.1967,Bún sứa cây tre,noodle_restaurant,1.0,,,Vietnamese,"['bun_sua', 'bun_rieu']",,,,,,,2025-10-07T21:05:56.402977
Com Ga Nha Trang,Nha Trang,4.2,"['restaurant', 'chicken', 'local']",12.2388,109.1967,Cơm gà Nha Trang,chicken_restaurant,1.0,,,Vietnamese,"['com_ga', 'ga_nuong']",,,,,,,2025-10-07T21:05:56.402977
Goc Ha Thanh Restaurant,Da Lat,4.4,"['restaurant', 'traditional', 'mountain']",11.9404,108.4583,Nhà hàng Góc Hà Thành,traditional_restaurant,2.0,,,Vietnamese,"['com_ga', 'bun_bo']",,,,,,,2025-10-07T21:05:56.402977
Quan Nem Nuong Ba Hien,Da Lat,4.5,"['restaurant', 'grilled', 'famous']",11.9404,108.4583,Quán nem nướng bà Hiền,grilled_restaurant,2.0,,,Vietnamese,"['nem_nuong', 'thit_nuong']",,,,,,,2025-10-07T21:05:56.402977
Banh Mi Ong Ba,Da Lat,4.3,"['restaurant', 'sandwich', 'local']",11.9404,108.4583,Bánh mì ông Bà,sandwich_shop,1.0,,,Vietnamese,"['banh_mi_thit', 'banh_mi_pate']",,,,,,,2025-10-07T21:05:56.402977
Com Ga Da Lat,Da Lat,4.2,"['restaurant', 'chicken', 'local']",11.9404,108.4583,Cơm gà Đà Lạt,chicken_restaurant,1.0,,,Vietnamese,"['com_ga', 'ga_nuong']",,,,,,,2025-10-07T21:05:56.402977
Bun Bo Da Lat,Da Lat,4.1,"['restaurant', 'soup', 'local']",11.9404,108.4583,Bún bò Đà Lạt,soup_restaurant,1.0,,,Vietnamese,"['bun_bo', 'bun_rieu']",,,,,,,2025-10-07T21:05:56.402977
Ganh Hao Restaurant,Phu Quoc,4.6,"['restaurant', 'seafood', 'famous']",10.2899,103.984,Nhà hàng hải sản Gành Hào,seafood_restaurant,3.0,,,Seafood,"['ca_nuong', 'tom_su', 'cua_bien']",,,,,,,2025-10-07T21:05:56.402977
Rory's Beach Bar,Phu Quoc,4.4,"['restaurant', 'bar', 'beachfront']",10.2899,103.984,Quán bar bãi biển Rory,beach_bar,2.0,,,International,"['seafood', 'cocktails', 'bbq']",,,,,,,2025-10-07T21:05:56.402977
Banh Mi Phu Quoc,Phu Quoc,4.3,"['restaurant', 'sandwich', 'local']",10.2899,103.984,Bánh mì Phú Quốc,sandwich_shop,1.0,,,Vietnamese,"['banh_mi_thit', 'banh_mi_pate']",,,,,,,2025-10-07T21:05:56.402977
Com Ga Phu Quoc,Phu Quoc,4.2,"['restaurant', 'chicken', 'local']",10.2899,103.984,Cơm gà Phú Quốc,chicken_restaurant,1.0,,,Vietnamese,"['com_ga', 'ga_nuong']",,,,,,,2025-10-07T21:05:56.402977
Bun Ca Phu Quoc,Phu Quoc,4.1,"['restaurant', 'soup', 'local']",10.2899,103.984,Bún cá Phú Quốc,soup_restaurant,1.0,,,Vietnamese,"['bun_ca', 'bun_rieu']",,,,,,,2025-10-07T21:05:56.402977
Cong Caphe,Hanoi,4.3,"['cafe', 'vintage', 'hipster']",21.0255,105.8542,Quán cafe vintage phong cách cổ điển,vintage_cafe,2.0,,,,"['ca_phe_sua_da', 'ca_phe_trung']",Coffee,,,,,,2025-10-07T21:05:56.402977
Highlands Coffee,Hanoi,4.2,"['cafe', 'chain', 'modern']",21.0255,105.8542,Chuỗi cafe hiện đại,chain_cafe,2.0,,,,"['ca_phe_sua_da', 'tra_sua']",Coffee,,,,,,2025-10-07T21:05:56.402977
The Coffee House,Hanoi,4.4,"['cafe', 'chain', 'contemporary']",21.0255,105.8542,Chuỗi cafe đương đại,contemporary_cafe,2.0,,,,"['ca_phe_sua_da', 'tra_sua', 'desserts']",Coffee,,,,,,2025-10-07T21:05:56.402977
Trill Rooftop Cafe,Hanoi,4.5,"['cafe', 'rooftop', 'view']",21.0255,105.8542,Cafe rooftop với view đẹp,rooftop_cafe,3.0,,,,"['ca_phe_sua_da', 'cocktails', 'view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Loading T Cafe,Hanoi,4.3,"['cafe', 'gaming', 'youth']",21.0255,105.8542,Cafe gaming cho giới trẻ,gaming_cafe,2.0,,,,"['ca_phe_sua_da', 'tra_sua', 'gaming']",Coffee,,,,,,2025-10-07T21:05:56.402977
Phuc Long Tea & Coffee,Ho Chi Minh City,4.4,"['cafe', 'tea', 'traditional']",10.7796,106.6992,Chuỗi trà và cafe truyền thống,tea_cafe,2.0,,,,"['tra_sua', 'ca_phe_sua_da']",Tea_Coffee,,,,,,2025-10-07T21:05:56.402977
Starbucks Vietnam,Ho Chi Minh City,4.2,"['cafe', 'international', 'chain']",10.7796,106.6992,Chuỗi cafe quốc tế,international_cafe,3.0,,,,"['latte', 'cappuccino', 'frappuccino']",Coffee,,,,,,2025-10-07T21:05:56.402977
The Workshop Coffee,Ho Chi Minh City,4.5,"['cafe', 'specialty', 'artisan']",10.7796,106.6992,Cafe specialty artisan,specialty_cafe,3.0,,,,"['pour_over', 'cold_brew', 'espresso']",Coffee,,,,,,2025-10-07T21:05:56.402977
Saigon Coffee Roastery,Ho Chi Minh City,4.6,"['cafe', 'roastery', 'premium']",10.7796,106.6992,Cafe roastery cao cấp,premium_cafe,4.0,,,,"['single_origin', 'pour_over', 'espresso']",Coffee,,,,,,2025-10-07T21:05:56.402977
L'Usine Cafe,Ho Chi Minh City,4.3,"['cafe', 'french', 'brunch']",10.7796,106.6992,Cafe Pháp với brunch,french_cafe,3.0,,,,"['croissant', 'coffee', 'brunch']",Coffee_Food,,,,,,2025-10-07T21:05:56.402977
Reaching Out Tea House,Hoi An,4.7,"['tea_house', 'traditional', 'peaceful']",15.8786049,108.3348312,Trà quán truyền thống yên tĩnh,traditional_tea_house,2.0,,,,"['tra_dao', 'tra_sen', 'tra_cuc']",Tea,,,,,,2025-10-07T21:05:56.402977
Hoi An Roastery,Hoi An,4.4,"['cafe', 'roastery', 'local']",15.8786049,108.3348312,Cafe roastery địa phương,local_roastery,2.0,,,,"['ca_phe_sua_da', 'pour_over']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cocobox,Hoi An,4.3,"['cafe', 'healthy', 'organic']",15.8786049,108.3348312,Cafe healthy organic,healthy_cafe,2.0,,,,"['smoothies', 'coffee', 'healthy_food']",Coffee_Smoothies,,,,,,2025-10-07T21:05:56.402977
Mia Coffee,Hoi An,4.2,"['cafe', 'local', 'traditional']",15.8786049,108.3348312,Cafe địa phương truyền thống,local_cafe,1.0,,,,"['ca_phe_sua_da', 'ca_phe_den']",Coffee,,,,,,2025-10-07T21:05:56.402977
Faifo Coffee,Hoi An,4.5,"['cafe', 'heritage', 'cultural']",15.8786049,108.3348312,Cafe di sản văn hóa,heritage_cafe,2.0,,,,"['ca_phe_sua_da', 'cultural_tours']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Muối,Hue,4.4,"['cafe', 'salt_coffee', 'famous']",16.4689732,107.578125,Cafe muối nổi tiếng,salt_coffee_cafe,2.0,,,,"['ca_phe_muoi', 'ca_phe_sua_da']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe On Thuong,Hue,4.3,"['cafe', 'traditional', 'local']",16.4689732,107.578125,Cafe truyền thống địa phương,traditional_cafe,1.0,,,,"['ca_phe_sua_da', 'ca_phe_den']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Bach Ma,Hue,4.2,"['cafe', 'mountain', 'nature']",16.4689732,107.578125,Cafe trên núi Bạch Mã,mountain_cafe,2.0,,,,"['ca_phe_sua_da', 'mountain_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Xua,Hue,4.1,"['cafe', 'vintage', 'nostalgic']",16.4689732,107.578125,Cafe xưa hoài cổ,vintage_cafe,1.0,,,,"['ca_phe_sua_da', 'nostalgic_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Hoang Cung,Hue,4.0,"['cafe', 'royal', 'historic']",16.4689732,107.578125,Cafe hoàng cung lịch sử,royal_cafe,2.0,,,,"['ca_phe_sua_da', 'royal_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Wonderlust Cafe,Da Nang,4.5,"['cafe', 'modern', 'instagram']",16.0567,108.2456,Cafe hiện đại Instagram-worthy,modern_cafe,2.0,,,,"['latte_art', 'frappuccino', 'desserts']",Coffee,,,,,,2025-10-07T21:05:56.402977
43 Factory Coffee Roaster,Da Nang,4.6,"['cafe', 'roastery', 'specialty']",16.0567,108.2456,Cafe roastery specialty,specialty_roastery,3.0,,,,"['single_origin', 'pour_over', 'espresso']",Coffee,,,,,,2025-10-07T21:05:56.402977
Memory Lounge,Da Nang,4.4,"['cafe', 'lounge', 'evening']",16.0567,108.2456,Cafe lounge buổi tối,evening_lounge,3.0,,,,"['coffee', 'cocktails', 'live_music']",Coffee_Cocktails,,,,,,2025-10-07T21:05:56.402977
Cafe Central,Da Nang,4.3,"['cafe', 'central', 'busy']",16.0567,108.2456,Cafe trung tâm sầm uất,central_cafe,2.0,,,,"['ca_phe_sua_da', 'tra_sua']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Ocean,Da Nang,4.2,"['cafe', 'beachfront', 'ocean']",16.0567,108.2456,Cafe bãi biển,beachfront_cafe,2.0,,,,"['ca_phe_sua_da', 'ocean_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Windmill Cafe,Nha Trang,4.4,"['cafe', 'windmill', 'unique']",12.2388,109.1967,Cafe cối xay gió độc đáo,unique_cafe,2.0,,,,"['ca_phe_sua_da', 'unique_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Sailing Club Cafe,Nha Trang,4.5,"['cafe', 'beachfront', 'sailing']",12.2388,109.1967,Cafe bãi biển sailing,beachfront_cafe,3.0,,,,"['coffee', 'cocktails', 'beach_view']",Coffee_Cocktails,,,,,,2025-10-07T21:05:56.402977
Cafe Hon Chong,Nha Trang,4.3,"['cafe', 'rock', 'nature']",12.2388,109.1967,Cafe hòn Chồng,nature_cafe,2.0,,,,"['ca_phe_sua_da', 'nature_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Ocean View,Nha Trang,4.2,"['cafe', 'ocean', 'view']",12.2388,109.1967,Cafe view biển,ocean_view_cafe,2.0,,,,"['ca_phe_sua_da', 'ocean_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Central Nha Trang,Nha Trang,4.1,"['cafe', 'central', 'local']",12.2388,109.1967,Cafe trung tâm địa phương,local_cafe,1.0,,,,"['ca_phe_sua_da', 'local_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Windy Cafe,Da Lat,4.6,"['cafe', 'windy', 'mountain']",11.9404,108.4583,Cafe gió trên núi,mountain_cafe,2.0,,,,"['ca_phe_sua_da', 'mountain_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Tùng,Da Lat,4.5,"['cafe', 'pine', 'forest']",11.9404,108.4583,Cafe rừng thông,forest_cafe,2.0,,,,"['ca_phe_sua_da', 'forest_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Memory,Da Lat,4.4,"['cafe', 'memory', 'nostalgic']",11.9404,108.4583,Cafe ký ức hoài cổ,nostalgic_cafe,2.0,,,,"['ca_phe_sua_da', 'nostalgic_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Central Da Lat,Da Lat,4.3,"['cafe', 'central', 'local']",11.9404,108.4583,Cafe trung tâm địa phương,local_cafe,1.0,,,,"['ca_phe_sua_da', 'local_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Flower,Da Lat,4.2,"['cafe', 'flower', 'garden']",11.9404,108.4583,Cafe hoa trong vườn,garden_cafe,2.0,,,,"['ca_phe_sua_da', 'flower_garden']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Sunset,Phu Quoc,4.5,"['cafe', 'sunset', 'beachfront']",10.2899,103.984,Cafe hoàng hôn bãi biển,sunset_cafe,3.0,,,,"['coffee', 'cocktails', 'sunset_view']",Coffee_Cocktails,,,,,,2025-10-07T21:05:56.402977
Cafe Ocean Phu Quoc,Phu Quoc,4.4,"['cafe', 'ocean', 'beachfront']",10.2899,103.984,Cafe biển Phú Quốc,beachfront_cafe,2.0,,,,"['ca_phe_sua_da', 'ocean_view']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Central Phu Quoc,Phu Quoc,4.3,"['cafe', 'central', 'local']",10.2899,103.984,Cafe trung tâm địa phương,local_cafe,1.0,,,,"['ca_phe_sua_da', 'local_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Island,Phu Quoc,4.2,"['cafe', 'island', 'tropical']",10.2899,103.984,Cafe đảo nhiệt đới,island_cafe,2.0,,,,"['ca_phe_sua_da', 'tropical_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Cafe Beach,Phu Quoc,4.1,"['cafe', 'beach', 'relaxing']",10.2899,103.984,Cafe bãi biển thư giãn,relaxing_cafe,2.0,,,,"['ca_phe_sua_da', 'beach_atmosphere']",Coffee,,,,,,2025-10-07T21:05:56.402977
Ho Chi Minh Mausoleum,Hanoi,4.7,"['monument', 'historical', 'memorial']",21.0369,105.8325,Lăng Chủ tịch Hồ Chí Minh - nơi an nghỉ của Bác,historical_monument,1.0,,,,,,Modern,"['mausoleum', 'memorial', 'historical_significance']",,,,2025-10-07T21:05:56.402977
Temple of Literature,Hanoi,4.6,"['temple', 'historical', 'educational']",21.0267,105.8361,Văn Miếu - Quốc Tử Giám trường đại học đầu tiên,educational_temple,1.0,,,,,,Ancient,"['university', 'confucius', 'educational_history']",,,,2025-10-07T21:05:56.402977
One Pillar Pagoda,Hanoi,4.5,"['pagoda', 'unique', 'historical']",21.0356,105.8322,Chùa Một Cột với kiến trúc độc đáo,unique_pagoda,1.0,,,,,,Ancient,"['lotus_architecture', 'unique_design', 'historical']",,,,2025-10-07T21:05:56.402977
Hanoi Old Quarter,Hanoi,4.4,"['district', 'historical', 'cultural']",21.0347,105.8328,Phố cổ Hà Nội với 36 phố phường,historical_district,1.0,,,,,,Ancient,"['36_streets', 'traditional_architecture', 'cultural_heritage']",,,,2025-10-07T21:05:56.402977
Imperial Citadel of Thang Long,Hanoi,4.5,"['citadel', 'unesco', 'historical']",21.0358047,105.8403473,Hoàng thành Thăng Long di sản UNESCO,unesco_citadel,1.0,,,,,,Ancient,"['unesco_world_heritage', 'imperial_city', 'archaeological']",,,,2025-10-07T21:05:56.402977
Notre Dame Cathedral,Ho Chi Minh City,4.6,"['cathedral', 'colonial', 'architectural']",10.7796,106.6992,Nhà thờ Đức Bà Sài Gòn kiến trúc Pháp,colonial_cathedral,1.0,,,,,,Colonial,"['french_architecture', 'neo_romanesque', 'colonial_heritage']",,,,2025-10-07T21:05:56.402977
Central Post Office,Ho Chi Minh City,4.5,"['building', 'colonial', 'architectural']",10.7796,106.6992,Bưu điện Trung tâm kiến trúc Pháp,colonial_building,1.0,,,,,,Colonial,"['french_architecture', 'postal_service', 'colonial_heritage']",,,,2025-10-07T21:05:56.402977
Independence Palace,Ho Chi Minh City,4.7,"['palace', 'historical', 'political']",10.777,106.6953,Dinh Độc Lập nơi kết thúc chiến tranh,historical_palace,1.0,,,,,,Modern,"['war_history', 'political_significance', 'architectural']",,,,2025-10-07T21:05:56.402977
Cu Chi Tunnels,Ho Chi Minh City,4.8,"['tunnels', 'war_history', 'underground']",10.777,106.6953,Địa đạo Củ Chi hệ thống đường hầm,war_tunnels,2.0,,,,,,Modern,"['underground_tunnels', 'war_history', 'military_engineering']",,,,2025-10-07T21:05:56.402977
War Remnants Museum,Ho Chi Minh City,4.4,"['museum', 'war_history', 'educational']",10.777,106.6953,Bảo tàng Chứng tích Chiến tranh,war_museum,1.0,,,,,,Modern,"['war_history', 'educational', 'historical_artifacts']",,,,2025-10-07T21:05:56.402977
Hoi An Ancient Town,Hoi An,4.9,"['town', 'unesco', 'historical']",15.8786049,108.3348312,Phố cổ Hội An di sản UNESCO,unesco_town,2.0,,,,,,Ancient,"['unesco_world_heritage', 'ancient_town', 'cultural_heritage']",,,,2025-10-07T21:05:56.402977
Japanese Covered Bridge,Hoi An,4.7,"['bridge', 'historical', 'architectural']",15.8772,108.3308,Chùa Cầu Nhật Bản kiến trúc độc đáo,historical_bridge,1.0,,,,,,Ancient,"['japanese_architecture', 'covered_bridge', 'cultural_symbol']",,,,2025-10-07T21:05:56.402977
Quan Cong Temple,Hoi An,4.5,"['temple', 'chinese', 'historical']",15.8786049,108.3348312,Đền Quan Công của người Hoa,chinese_temple,1.0,,,,,,Ancient,"['chinese_architecture', 'temple', 'cultural_heritage']",,,,2025-10-07T21:05:56.402977
Phuc Kien Assembly Hall,Hoi An,4.4,"['hall', 'chinese', 'historical']",15.8786049,108.3348312,Hội quán Phúc Kiến của người Hoa,chinese_hall,1.0,,,,,,Ancient,"['chinese_architecture', 'assembly_hall', 'cultural_heritage']",,,,2025-10-07T21:05:56.402977
Tan Ky House,Hoi An,4.3,"['house', 'historical', 'architectural']",15.8786049,108.3348312,Nhà cổ Tấn Ký kiến trúc truyền thống,historical_house,1.0,,,,,,Ancient,"['traditional_architecture', 'ancient_house', 'cultural_heritage']",,,,2025-10-07T21:05:56.402977
Imperial City,Hue,4.8,"['citadel', 'unesco', 'imperial']",16.4689732,107.578125,Kinh thành Huế di sản UNESCO,unesco_citadel,2.0,,,,,,Ancient,"['unesco_world_heritage', 'imperial_city', 'royal_architecture']",,,,2025-10-07T21:05:56.402977
Thien Mu Pagoda,Hue,4.6,"['pagoda', 'historical', 'religious']",16.4567,107.5908,Chùa Thiên Mụ ngôi chùa cổ nhất,historical_pagoda,1.0,,,,,,Ancient,"['ancient_pagoda', 'religious_significance', 'historical']",,,,2025-10-07T21:05:56.402977
Tu Duc Tomb,Hue,4.5,"['tomb', 'imperial', 'architectural']",16.4332104,107.5644302,Lăng Tự Đức kiến trúc đẹp nhất,imperial_tomb,2.0,,,,,,Ancient,"['imperial_tomb', 'beautiful_architecture', 'royal_history']",,,,2025-10-07T21:05:56.402977
Khai Dinh Tomb,Hue,4.4,"['tomb', 'imperial', 'modern']",16.4567,107.5908,Lăng Khải Định kiến trúc hiện đại,modern_imperial_tomb,2.0,,,,,,Modern,"['imperial_tomb', 'modern_architecture', 'royal_history']",,,,2025-10-07T21:05:56.402977
Minh Mang Tomb,Hue,4.3,"['tomb', 'imperial', 'traditional']",16.4567,107.5908,Lăng Minh Mạng kiến trúc truyền thống,traditional_imperial_tomb,2.0,,,,,,Ancient,"['imperial_tomb', 'traditional_architecture', 'royal_history']",,,,2025-10-07T21:05:56.402977
Marble Mountains,Da Nang,4.6,"['mountains', 'religious', 'caves']",16.0567,108.2456,Ngũ Hành Sơn với hang động và chùa,religious_mountains,2.0,,,,,,Ancient,"['five_mountains', 'caves', 'temples', 'religious_significance']",,,,2025-10-07T21:05:56.402977
Linh Ung Pagoda,Da Nang,4.5,"['pagoda', 'modern', 'statue']",16.0567,108.2456,Chùa Linh Ứng với tượng Phật lớn nhất,modern_pagoda,1.0,,,,,,Modern,"['largest_buddha_statue', 'modern_architecture', 'religious']",,,,2025-10-07T21:05:56.402977
Cham Museum,Da Nang,4.4,"['museum', 'cham', 'cultural']",16.0567,108.2456,Bảo tàng Chăm Pa nghệ thuật,cham_museum,1.0,,,,,,Ancient,"['cham_art', 'cultural_museum', 'historical_artifacts']",,,,2025-10-07T21:05:56.402977
Dragon Bridge,Da Nang,4.3,"['bridge', 'modern', 'dragon']",16.0567,108.2456,Cầu Rồng kiến trúc hiện đại,modern_bridge,1.0,,,,,,Modern,"['dragon_design', 'modern_architecture', 'night_show']",,,,2025-10-07T21:05:56.402977
Love Bridge,Da Nang,4.2,"['bridge', 'romantic', 'modern']",16.0567,108.2456,Cầu Tình Yêu lãng mạn,romantic_bridge,1.0,,,,,,Modern,"['romantic_design', 'love_locks', 'couples']",,,,2025-10-07T21:05:56.402977
Po Nagar Cham Towers,Nha Trang,4.5,"['towers', 'cham', 'historical']",12.2388,109.1967,Tháp Chăm Po Nagar cổ kính,cham_towers,1.0,,,,,,Ancient,"['cham_architecture', 'ancient_towers', 'religious_significance']",,,,2025-10-07T21:05:56.402977
